PassengerId,Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
-1.730107956920867,-0.7892723355548015,0.8273772438659699,-0.5657364610748746,0.4327933656785018,-0.4736736092984604,-0.5024451714361923,True,False,True
-1.7262200738716067,1.266989801811655,-1.5661069258891576,0.6638610320657843,0.4327933656785018,-0.4736736092984604,0.7868452935884461,False,False,False
-1.7223321908223463,1.266989801811655,0.8273772438659699,-0.2583370877897099,-0.47454519624983954,-0.4736736092984604,-0.4888542575852486,False,False,True
-1.718444307773086,1.266989801811655,-1.5661069258891576,0.4333115021019107,0.4327933656785018,-0.4736736092984604,0.4207302360686478,False,False,True
-1.7145564247238256,-0.7892723355548015,0.8273772438659699,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
-1.7106685416745653,-0.7892723355548015,0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.47811642890864375,True,True,False
-1.7067806586253047,-0.7892723355548015,-1.5661069258891576,1.893458525206443,-0.47454519624983954,-0.4736736092984604,0.395813560675251,True,False,True
-1.7028927755760443,-0.7892723355548015,0.8273772438659699,-2.1027333275006983,2.2474704895351842,0.7676298785983874,-0.22408312108167944,True,False,True
-1.699004892526784,1.266989801811655,0.8273772438659699,-0.1814872444684187,-0.47454519624983954,2.0089333664952354,-0.4242561406845337,False,False,True
-1.6951170094775236,1.266989801811655,-0.3693648410115938,-1.180535207645204,0.4327933656785018,-0.4736736092984604,-0.04295550208861426,False,False,False
-1.6912291264282633,1.266989801811655,0.8273772438659699,-1.949033640858116,0.4327933656785018,0.7676298785983874,-0.312172377522981,False,False,True
-1.687341243379003,1.266989801811655,-1.5661069258891576,2.200857898491608,-0.47454519624983954,-0.4736736092984604,-0.11384570873513637,False,False,True
-1.6834533603297426,-0.7892723355548015,0.8273772438659699,-0.719436147717457,-0.47454519624983954,-0.4736736092984604,-0.4863374216869257,True,False,True
-1.6795654772804822,-0.7892723355548015,0.8273772438659699,0.7407108753870755,0.4327933656785018,5.73284383018578,-0.01870931177853076,True,False,True
-1.6756775942312219,-0.7892723355548015,0.8273772438659699,-1.180535207645204,-0.47454519624983954,-0.4736736092984604,-0.4902797934380587,False,False,True
-1.6717897111819615,1.266989801811655,-0.3693648410115938,1.9703083685277343,-0.47454519624983954,-0.4736736092984604,-0.3262666585535892,False,False,True
-1.667901828132701,-0.7892723355548015,0.8273772438659699,-2.1027333275006983,3.1548090514635256,0.7676298785983874,-0.06199888922968463,True,True,False
-1.6640139450834406,1.266989801811655,-0.3693648410115938,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True
-1.6601260620341802,-0.7892723355548015,0.8273772438659699,0.12591212881674602,0.4327933656785018,-0.4736736092984604,-0.2859972841804228,False,False,True
-1.6562381789849199,1.266989801811655,0.8273772438659699,-0.10463740114712752,-0.47454519624983954,-0.4736736092984604,-0.5029485386158568,False,False,False
-1.6523502959356595,-0.7892723355548015,-0.3693648410115938,0.4333115021019107,-0.47454519624983954,-0.4736736092984604,-0.12491978668775715,True,False,True
-1.6484624128863992,1.266989801811655,-0.3693648410115938,0.35646165878061953,-0.47454519624983954,-0.4736736092984604,-0.3866707201133388,True,False,True
